-169.5973054279794,66.09905942821668,0
 -169.598613533182,66.15189485178755,0 
-170.0930409704239,66.15146679118489,0 
-170.0995916688521,66.20167751650392,0 
-170.093342179904,66.25100236897896,0 
-170.1938039942413,66.2466686352372,0 
-170.1947587704493,66.30022155612075,0 
-170.296076215162,66.30091496945128,0 
-170.401675727542,66.29980444009537,0 
-170.400397580292,66.35087842557817,0 
-170.4998583773776,66.34972278683087,0 
-170.593744345862,66.34867153143634,0 
-170.5927912714044,66.40221057187179,0 
-170.6979695103677,66.40007846806219,0 
-170.7002623024698,66.44886727373527,0 
-170.7946831651244,66.4521169114081,0 
-170.7966848687259,66.49829478723551,0 
-170.8953461317348,66.49768629883906,0 
-170.8913237678677,66.5504602820357,0 
-171.1044781466533,66.54904708216891,0 
-171.0981057094524,66.59818423139795,0 
-171.2004636528219,66.59926274754207,0 
-171.2009799166104,66.6492738702606,0 
-171.3015021010737,66.6503483620005,0 
-171.3976659106775,66.65232335242857,0 
-171.3960879731169,66.8010167151488,0 
-171.4998036918504,66.8000705775956,0 
-171.6015357568031,66.80029558239433,0 
-171.5983481421648,66.84940138646976,0 
-171.7018377638021,66.85076961396726,0 
-171.7035909263051,66.9002835413614,0 
-171.5999452680234,66.89902776111791,0 
-171.5999428983865,66.95004530757363,0 
-71.6940511092092,66.95054643710725,0 
-171.8023376259683,66.94880070869817,0 
-172.0009191520861,66.94812746770484,0 
